E,F,L,A,dL,materials,mat
0.011,7920,9,7034,921.2396929201025,고무,1
0.08600000000000001,402,2,9374,0.9973156826650655,고무,1
0.088,36536,3,5595,222.6175968803315,고무,1
0.095,229,7,5180,3.2574679943100993,고무,1
0.07,14724,4,2067,407.04955421936546,고무,1
0.017,4002,2,1283,366.9707945532071,고무,1
0.005,17944,1,9618,373.1337076315242,고무,1
0.043000000000000003,16510,9,3012,1147.2713795978873,고무,1
0.003,10130,7,7369,3207.5813090876195,고무,1
0.02,15725,1,5416,145.17171344165436,고무,1
0.074,30999,4,466,3595.754552836098,고무,1
0.02,15880,3,3281,725.998171289241,고무,1
0.096,31334,8,2577,1013.2583106971931,고무,1
0.047,38727,4,7671,429.65909185465017,고무,1
0.01,37763,3,7629,1484.9783720015728,고무,1
0.029,35569,1,4658,263.3141351179284,고무,1
0.019,18397,7,4818,1406.775032225645,고무,1
0.034,34724,8,3577,2284.135572037034,고무,1
0.064,38800,7,4659,910.8714316376905,고무,1
0.04,5258,2,4166,63.106096975516074,고무,1
0.091,23641,7,4713,385.85581615498864,고무,1
0.08600000000000001,3377,7,4417,62.23049423211587,고무,1
0.002,11693,2,2580,4532.170542635658,고무,1
0.039,22287,4,3894,587.0175022717395,고무,1
0.053,31722,4,2508,954.5905931208811,고무,1
0.053,28633,7,2011,1880.5156544664721,고무,1
0.044,36962,3,379,6649.436315663229,고무,1
0.066,11736,4,4472,159.0502520735079,고무,1
0.044,11578,9,3568,663.7408275580922,고무,1
0.017,35621,2,8636,485.26006048551886,고무,1
0.041,15168,5,1452,1273.9367063092118,고무,1
0.061,35268,7,7739,522.954844422226,고무,1
0.005,32151,1,5108,1258.8488645262335,고무,1
0.041,8741,4,8117,105.06104321853861,고무,1
0.056,8651,7,2365,457.24101479915436,고무,1
0.003,35404,4,3302,14295.982232990105,고무,1
0.016,19240,4,3045,1579.6387520525452,고무,1
0.017,19816,9,7918,1324.933509650387,고무,1
0.073,2285,5,6971,22.451133168134916,고무,1
0.09,27859,6,1483,1252.3713193976175,고무,1
0.035,37234,5,3618,1470.1887388454552,고무,1
0.026000000000000002,28782,4,8753,505.88369701816515,고무,1
0.035,27199,7,8389,648.4443914650137,고무,1
0.009000000000000001,4853,8,5723,753.7616246335449,고무,1
0.08,5937,5,8581,43.24233772287612,고무,1
0.093,978,8,4635,18.150816021157393,고무,1
0.055,7541,2,8371,32.75811513775915,고무,1
0.068,36753,2,3498,309.02532539602464,고무,1
0.088,37560,1,284,1502.8809218950066,고무,1
0.08700000000000001,3516,4,9345,17.298573827051158,고무,1
0.024,20777,5,9575,452.0670147954743,고무,1
0.091,23962,3,1465,539.2191426321119,고무,1
0.085,18270,7,2537,593.0580351967353,고무,1
0.047,19255,4,4937,331.9269605540448,고무,1
0.05,25387,8,3172,1280.5548549810844,고무,1
0.037,33118,7,9140,685.5106747885741,고무,1
0.046,33214,7,3965,1274.7299742310436,고무,1
0.038,36220,6,9250,618.2645803698435,고무,1
0.027,5803,4,9038,95.12101169547506,고무,1
0.062,14403,5,7462,155.6596432678258,고무,1
0.008,29701,8,2846,10436.050597329586,고무,1
0.09,29085,4,9714,133.07254134925537,고무,1
0.012,1689,6,3646,231.62369720241358,고무,1
0.098,32120,1,7184,45.62292623062588,고무,1
0.052000000000000005,39479,5,5207,729.0297085284602,고무,1
0.058,31438,4,1186,1828.1095539919754,고무,1
0.062,30589,4,6621,298.0643212456943,고무,1
0.008,14463,5,4485,2015.468227424749,고무,1
0.098,2841,2,3639,15.932836448676749,고무,1
0.081,3850,5,1004,236.7074910235601,고무,1
0.001,5029,7,9171,3838.5127030858143,고무,1
0.067,24557,9,429,7689.2808683853455,고무,1
0.066,13101,2,787,504.44726810673444,고무,1
0.03,6916,6,2425,570.3917525773196,고무,1
0.08,8085,6,2743,221.0627050674444,고무,1
0.002,28149,2,9915,2839.0317700453857,고무,1
0.061,11769,8,4094,377.0091377225368,고무,1
0.099,20625,6,4760,262.6050420168067,고무,1
0.081,2723,5,5987,28.075232963602208,고무,1
0.082,10804,4,6958,75.74366056968991,고무,1
0.024,27935,5,1497,3887.6363838788693,고무,1
0.004,16152,6,3875,6252.387096774193,고무,1
0.01,4815,8,9303,414.0599806514028,고무,1
0.081,21539,6,3937,405.25310680250993,고무,1
0.046,1547,6,4377,46.10066454093036,고무,1
0.073,21769,7,8344,250.17238209065002,고무,1
0.036000000000000004,33656,1,1397,669.2118030700707,고무,1
0.023,33119,6,1546,5588.447044265707,고무,1
0.03,30929,9,176,52719.88636363637,고무,1
0.036000000000000004,34810,1,5625,171.9012345679012,고무,1
0.037,26279,7,3772,1318.0547992318936,고무,1
0.001,35749,1,5737,6231.30556039742,고무,1
0.042,15130,3,6252,172.85897084361577,고무,1
0.028,34782,3,1687,2209.0354814124817,고무,1
0.025,38918,8,39,319327.17948717944,고무,1
0.05,37571,8,5007,1200.5911723586978,고무,1
0.059000000000000004,3555,7,8745,48.230950373579084,고무,1
0.074,17449,6,3075,460.0922874093606,고무,1
0.032,1147,1,3659,9.79605083356108,고무,1
0.001,23873,8,9526,20048.708796976694,고무,1
0.041,28364,8,7737,715.3210578247697,고무,1
0.091,24732,3,8554,95.3168879285316,고무,1
0.003,2038,1,4879,139.23618227778917,고무,1
0.05,16406,1,4295,76.39580908032596,고무,1
0.019,9974,7,1895,1939.1195667268435,고무,1
0.045,10673,5,4717,251.40743881468921,고무,1
0.027,1817,6,9801,41.19761022117925,고무,1
0.028,112,5,5007,3.994407829039345,고무,1
0.049,39902,4,9900,329.02082044939186,고무,1
0.012,23817,3,7203,826.6347355268638,고무,1
0.051000000000000004,15890,9,4809,583.097867968148,고무,1
0.079,18814,1,9787,24.333493280287854,고무,1
0.056,11876,9,247,7727.2990167727,고무,1
0.097,27381,3,1268,667.8509870239682,고무,1
0.008,34851,6,8914,2932.269463764864,고무,1
0.063,21470,3,4736,215.8743564993565,고무,1
0.035,1979,8,684,661.3199665831245,고무,1
0.07100000000000001,26490,2,2789,267.55008357783845,고무,1
0.07200000000000001,25947,2,4697,153.44901000638706,고무,1
0.02,34721,3,6066,858.5806132542037,고무,1
0.053,18018,9,3048,1003.8255831228645,고무,1
0.016,21568,2,6201,434.7685857119819,고무,1
0.007,8617,1,865,1423.121387283237,고무,1
0.057,16360,8,1254,1831.052911385321,고무,1
0.017,32997,2,1839,2110.9298531810764,고무,1
0.002,4852,1,2154,1126.27669452182,고무,1
0.079,18402,6,7714,181.17970614007737,고무,1
0.048,25945,1,2122,254.72235312598175,고무,1
0.076,29454,7,270,10047.66081871345,고무,1
0.073,10735,7,9226,111.57419918099238,고무,1
0.082,8178,4,30,13297.560975609756,고무,1
0.036000000000000004,14412,4,2729,586.7839257359227,고무,1
0.08600000000000001,37594,7,6778,451.4571767757519,고무,1
0.013000000000000001,62,2,4915,1.9406839345801705,고무,1
0.045,39756,6,2862,1852.1313766596786,고무,1
0.066,31028,5,4319,544.2477565654226,고무,1
0.07100000000000001,22001,9,4238,658.0602064486968,고무,1
0.09,20234,5,9588,117.24145923144673,고무,1
0.026000000000000002,17561,7,3788,1248.1419056128664,고무,1
0.069,11499,4,8754,76.14903994198924,고무,1
0.001,38218,5,4512,42351.507092198575,고무,1
0.002,37,3,2924,18.980848153214776,고무,1
0.085,2847,8,4215,63.571279045425996,고무,1
0.09,38108,9,2967,1284.3950117964275,고무,1
0.067,38522,4,8071,284.94869229616995,고무,1
0.05,27884,1,2794,199.59914101646382,고무,1
0.048,7239,3,1642,275.5404993909866,고무,1
0.061,9885,5,6905,117.34191189563278,고무,1
0.035,38614,5,5748,959.6878417337707,고무,1
0.011,5170,8,9773,384.73344929908933,고무,1
0.07200000000000001,7354,6,5662,108.23619451312845,고무,1
0.048,37715,4,7129,440.8636087342778,고무,1
0.078,25229,1,215,1504.412641621944,고무,1
0.026000000000000002,33180,7,163,54804.15290231241,고무,1
0.055,808,4,4412,13.31904722657216,고무,1
0.08700000000000001,5550,6,6456,59.2872708627099,고무,1
0.043000000000000003,2045,3,3946,36.156720376242056,고무,1
0.07200000000000001,32347,3,854,1578.210382513661,고무,1
0.037,12633,9,703,4371.112221752335,고무,1
0.062,29475,2,2747,346.1253919231537,고무,1
0.01,13633,1,6076,224.37458854509546,고무,1
0.056,33745,9,8083,670.9518212827627,고무,1
0.093,18995,7,8684,164.6397032238253,고무,1
0.008,25240,6,3502,5405.482581382067,고무,1
0.068,5281,4,1172,265.0572174262196,고무,1
0.016,24507,6,3235,2840.8423493044825,고무,1
0.075,13368,7,6096,204.6719160104987,고무,1
0.099,36441,1,114,3228.8676236044653,고무,1
0.013000000000000001,38603,1,85,34934.84162895927,고무,1
0.038,16203,4,9976,170.96821846114887,고무,1
0.067,30838,6,2877,959.8929232876285,고무,1
0.051000000000000004,17456,4,5057,270.7332488067404,고무,1
0.032,38170,8,4369,2184.138246738384,고무,1
0.001,32394,4,6714,19299.374441465592,고무,1
0.05,21017,2,5343,157.34231705034622,고무,1
0.049,27592,4,1010,2230.107092341887,고무,1
0.01,4506,7,6326,498.6089155864686,고무,1
0.098,11464,1,5892,19.853970101278797,고무,1
0.089,33326,5,9279,201.77251762164414,고무,1
0.07200000000000001,12360,9,5581,276.83210894104997,고무,1
0.04,24795,5,4297,721.2881079823132,고무,1
0.066,22569,9,4576,672.5504609027336,고무,1
0.074,15030,2,2667,152.3120420758216,고무,1
0.083,36112,6,3810,685.172184802201,고무,1
0.007,27871,3,3969,3009.5022135838462,고무,1
0.083,10527,8,1789,567.160761548149,고무,1
0.068,21912,1,2494,129.20420774564838,고무,1
0.089,10899,5,1590,385.0964596141616,고무,1
0.064,7715,8,64,15068.359375,고무,1
0.07100000000000001,3726,4,5549,37.829427456793375,고무,1
0.095,34744,6,6523,336.40317257961703,고무,1
0.067,7015,7,1987,368.8527668652209,고무,1
0.07,26792,2,6930,110.4596990311276,고무,1
0.088,37589,1,3690,115.75819167282583,고무,1
0.03,6632,5,3165,349.2364402317009,고무,1
0.064,1911,8,1670,143.03892215568862,고무,1
0.061,35353,8,6242,742.7842064071519,고무,1
0.07100000000000001,23451,7,2634,877.77920369598,고무,1
0.029,36452,6,2585,2917.521510038018,고무,1
0.014,19900,7,4447,2237.463458511356,고무,1
0.081,2697,2,7527,8.847162560461351,고무,1
0.083,31789,3,4514,254.5414266725742,고무,1
0.061,32910,4,7936,271.9295346377578,고무,1
0.036000000000000004,29766,7,1008,5741.898148148148,고무,1
0.096,25194,3,2611,301.5367675220222,고무,1
0.093,27580,8,3073,772.0381120337032,고무,1
0.09,22046,5,4705,260.3140866690282,고무,1
0.058,8084,3,4263,98.0853697007935,고무,1
0.098,329,7,7143,3.289934201315974,고무,1
0.034,19600,9,2437,2128.943493687996,고무,1
0.042,2932,6,9362,44.740134891811884,고무,1
0.017,5792,3,8638,118.3280443457772,고무,1
0.067,2090,6,1238,151.18269717647627,고무,1
0.094,10067,2,8404,25.486850233424814,고무,1
0.063,12591,9,8484,212.0125277833906,고무,1
0.098,21003,4,8540,100.38235434689098,고무,1
0.069,33672,6,4491,651.9706078824315,고무,1
0.043000000000000003,5884,3,6454,63.605768191350585,고무,1
0.073,14108,4,2253,343.116331953134,고무,1
0.004,8123,8,2805,5791.800356506238,고무,1
0.012,35942,8,220,108915.1515151515,고무,1
0.084,32313,5,4040,476.08734087694484,고무,1
0.079,34249,4,7046,246.11504148147614,고무,1
0.064,37684,7,3973,1037.4244903095898,고무,1
0.065,14938,8,6066,303.0865606533262,고무,1
0.014,10333,9,2175,3054.088669950739,고무,1
0.073,12349,4,2381,284.1904805739502,고무,1
0.031,39209,9,6774,1680.433726677905,고무,1
0.07,12599,5,6799,132.3619019603723,고무,1
0.092,16001,1,3627,47.95255391328323,고무,1
0.083,30475,9,5347,618.0134790142428,고무,1
0.051000000000000004,6129,3,3109,115.96314305715853,고무,1
0.091,16321,4,7695,93.2302265635599,고무,1
0.082,33589,3,5023,244.64779089359675,고무,1
0.096,4573,2,3382,28.169968460477033,고무,1
0.043000000000000003,8982,2,5215,80.10880956097125,고무,1
0.017,31005,6,1291,8476.329338861802,고무,1
0.05,12133,9,2559,853.4349355216881,고무,1
0.005,21576,7,3518,8586.242183058555,고무,1
0.015,906,5,9065,33.31494760066189,고무,1
0.098,20242,5,6265,164.8451878756291,고무,1
0.014,38287,1,5863,466.448185960381,고무,1
0.032,20121,7,3011,1461.7963301228826,고무,1
0.014,27386,3,4019,1460.171329044183,고무,1
0.08700000000000001,8334,4,5866,65.32090245364873,고무,1
0.065,30366,8,3270,1142.9216654904728,고무,1
0.04,30116,6,1928,2343.04979253112,고무,1
0.092,24159,9,4818,490.5314310466187,고무,1
0.095,35308,6,6815,327.2162798779782,고무,1
0.008,33495,2,6877,1217.6457757743203,고무,1
0.067,2480,2,3876,19.099548696147743,고무,1
0.001,20363,1,1748,11649.313501144165,고무,1
0.006,23216,9,9914,3512.608432519669,고무,1
0.078,12755,1,9530,17.159038932386256,고무,1
0.051000000000000004,26599,3,2018,775.3454206261295,고무,1
0.007,11854,7,1310,9048.854961832061,고무,1
0.088,25071,3,4354,196.30068484570094,고무,1
0.011,4499,8,229,14288.209606986902,고무,1
0.022,12277,2,8356,133.56760520475217,고무,1
0.003,7008,2,7250,644.4137931034483,고무,1
0.068,17958,9,5859,405.6654920032529,고무,1
0.049,28766,8,1632,2877.751100440176,고무,1
0.02,27462,2,2072,1325.3861003861005,고무,1
0.054,13565,4,535,1878.1585323641398,고무,1
0.013000000000000001,17153,5,6921,953.2304135685149,고무,1
0.061,801,2,8058,3.2591579898197085,고무,1
0.008,28497,4,7432,1917.1824542518837,고무,1
0.007,33428,3,5004,2862.96676944159,고무,1
0.012,22242,5,6708,1381.5593321407275,고무,1
0.016,35217,4,7444,1182.731058570661,고무,1
0.005,27291,1,3798,1437.124802527646,고무,1
0.07100000000000001,24373,7,4152,578.7504409889006,고무,1
0.038,6801,4,1149,623.0589528651917,고무,1
0.029,6605,7,1178,1353.4043674257948,고무,1
0.059000000000000004,5733,5,8922,54.454994129916905,고무,1
0.04,28484,6,7932,538.6535552193645,고무,1
0.006,11972,2,9097,438.67941812319077,고무,1
0.061,11136,2,6754,54.05903969475284,고무,1
0.002,2174,7,7791,976.6397124887691,고무,1
0.08700000000000001,38843,9,2956,1359.3509402267741,고무,1
0.04,11641,6,5569,313.5482133237565,고무,1
0.019,19650,3,2958,1048.8950571154053,고무,1
0.035,5072,1,1542,93.9781360014823,고무,1
0.051000000000000004,7173,5,4692,149.8796449526102,고무,1
0.053,26504,6,7110,422.0046174667622,고무,1
0.055,39327,5,1868,1913.9088962429435,고무,1
0.022,12027,6,7206,455.18885777004016,고무,1
0.037,38401,9,9940,939.7166784490729,고무,1
0.012,23729,5,3590,2754.062209842154,고무,1
0.044,17081,6,2467,944.1537384382947,고무,1
0.02,29307,9,4813,2740.110118429254,고무,1
0.057,6670,4,3926,119.2231725518585,고무,1
0.009000000000000001,22247,9,6491,3427.3609613310737,고무,1
0.085,26140,3,6398,144.19947410036224,고무,1
0.04,23144,7,4317,938.1978225619642,고무,1
0.082,12138,3,893,497.28238603774616,고무,1
0.051000000000000004,37130,5,3153,1154.5182614752212,고무,1
0.061,16318,3,7737,103.72555126844183,고무,1
0.067,9313,6,5456,152.85923753665688,고무,1
0.079,38137,6,1068,2712.060873275494,고무,1
0.041,32431,1,6236,126.84413085311095,고무,1
0.089,5287,9,5610,95.30132788559756,고무,1
0.081,23403,2,3118,185.32772670040148,고무,1
0.078,27387,4,6825,205.781910397295,고무,1
0.043000000000000003,26971,1,4139,151.5420531866477,고무,1
0.08600000000000001,13725,8,5119,249.41281227710715,고무,1
0.013000000000000001,1811,5,4164,167.27628759329045,고무,1
0.007,17860,8,8056,2533.6927223719676,고무,1
0.092,3266,9,7083,45.10800508259212,고무,1
0.022,31957,8,8583,1353.923718132037,고무,1
0.051000000000000004,26427,3,4450,349.3324520819564,고무,1
0.054,16434,9,5025,545.0746268656716,고무,1
0.081,11636,7,364,2762.583095916429,고무,1
0.038,12456,6,2791,704.6710290595712,고무,1
0.023,28774,7,3299,2654.5329941879622,고무,1
0.044,7092,7,3589,314.3696648851288,고무,1
0.075,12932,3,3413,151.5616759449165,고무,1
0.051000000000000004,31631,4,5981,414.7906278378263,고무,1
0.058,18734,2,6719,96.14525971126656,고무,1
0.079,36830,5,4617,504.87603600343255,고무,1
0.08,12713,2,4753,66.86829370923627,고무,1
0.019,3734,5,1451,677.2099096811636,고무,1
0.056,2631,3,8742,16.122904206294734,고무,1
0.025,21519,2,2661,646.944757609921,고무,1
0.01,4034,5,4538,444.46892904363153,고무,1
0.05,31760,7,9152,485.8391608391608,고무,1
0.024,37136,5,4575,1691.0746812386158,고무,1
0.004,31544,5,892,44204.03587443946,고무,1
0.052000000000000005,29020,4,7961,280.40543804895015,고무,1
0.038,17898,7,1492,2209.7855227882037,고무,1
0.076,22653,5,4502,331.03708293390076,고무,1
0.022,27621,2,8761,286.61111745234564,고무,1
0.082,32329,3,6505,181.82448772988883,고무,1
0.084,31684,9,5174,656.1102214368545,고무,1
0.008,9558,7,4991,1675.6661991584851,고무,1
0.077,10558,9,6241,197.73304727638967,고무,1
0.068,4466,3,4587,42.95387219636056,고무,1
0.051000000000000004,36917,6,4509,963.223879039307,고무,1
0.022,39934,2,2853,1272.4723576458593,고무,1
0.076,35982,7,8852,374.3935358051704,고무,1
0.029,20377,5,6110,575.0042327445116,고무,1
0.052000000000000005,3751,6,2277,190.07803790412484,고무,1
0.063,21338,3,5531,183.7091372437603,고무,1
0.088,36779,3,9646,129.98440239006277,고무,1
0.076,4550,6,1072,335.08444619010214,고무,1
0.038,12011,5,617,2561.4177258380964,고무,1
0.054,37865,7,1307,3755.4903794383517,고무,1
0.014,4865,1,9400,36.96808510638298,고무,1
0.031,18240,5,6237,471.6907942714394,고무,1
0.074,15072,5,418,2436.3119099961204,고무,1
0.007,4596,5,7809,420.3940508204818,고무,1
0.004,11808,1,2606,1132.7705295471987,고무,1
0.085,11646,4,3848,142.42387183563653,고무,1
0.035,8418,6,4093,352.57408118390276,고무,1
0.05,39143,4,4075,768.4515337423313,고무,1
0.059000000000000004,20209,5,3833,446.81114496323187,고무,1
0.022,19917,6,1330,4084.142173615858,고무,1
0.023,31876,5,2267,3056.7116089066185,고무,1
0.073,34823,1,1936,246.3984489980754,고무,1
0.047,2020,4,6879,24.991262337116048,고무,1
0.076,29700,3,202,5803.8040646169875,고무,1
0.031,21467,2,4836,286.38704341097684,고무,1
0.081,13822,5,8595,99.26816481014657,고무,1
0.07,3302,4,4639,40.67379053367413,고무,1
0.017,21309,2,4807,521.5188634222151,고무,1
0.041,7927,9,9890,175.94268662605737,고무,1
0.035,26452,7,9558,553.5049173467252,고무,1
0.068,8957,8,9215,114.35319651463406,고무,1
0.06,36417,6,4053,898.5196150999261,고무,1
0.075,27955,4,8193,181.9764839903983,고무,1
0.096,36137,4,9137,164.79241910182043,고무,1
0.004,16157,1,9539,423.44585386308836,고무,1
0.041,36798,3,8405,320.34938552835854,고무,1
0.069,986,8,6114,18.69788036959603,고무,1
0.063,22916,3,240,4546.825396825397,고무,1
0.003,8917,4,249,47748.326639892904,고무,1
0.07,1043,2,9692,3.0747007841518776,고무,1
0.075,33241,5,377,5878.16091954023,고무,1
0.08600000000000001,9077,6,3981,159.07537547536845,고무,1
0.091,1873,9,1928,96.07975012539328,고무,1
0.007,30943,3,1577,8409.185614639007,고무,1
0.048,21453,3,8199,163.53366264178558,고무,1
0.097,38172,8,6499,484.4139383854455,고무,1
0.026000000000000002,2054,9,108,6583.333333333333,고무,1
0.085,32509,5,3520,543.2653743315507,고무,1
0.077,13017,6,1099,922.9405717121822,고무,1
0.024,13982,3,5668,308.3539167254763,고무,1
0.056,32031,3,2019,849.8991721502865,고무,1
0.001,27803,9,7237,34576.067431256044,고무,1
0.018000000000000002,15658,6,3212,1624.948111249481,고무,1
0.005,38270,8,7833,7817.183709945104,고무,1
0.01,18507,8,2929,5054.8310003414135,고무,1
0.029,21019,9,5095,1280.30185103719,고무,1
0.025,15178,6,3712,981.3362068965516,고무,1
0.088,10151,4,5975,77.22327881323697,고무,1
0.025,8923,8,9437,302.5707322242238,고무,1
